lcia,value,lcia_unit,year,method,location,process,unit of functional demand,functional unit,run_location
"Climate change, short term, fossil",1.964007177,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
"Climate change, short term, land transformation",0.002052531,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Fossil and nuclear energy use,24.57579397,MJ deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Freshwater acidification,0.009636821,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Freshwater ecotoxicity,682.1718546,CTUe,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Freshwater eutrophication,0.000121633,kg PO4 P-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Human toxicity cancer,1.30E-08,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Human toxicity non-cancer,2.63E-07,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Ionizing radiations,12.58164594,Bq C-14 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
"Land occupation, biodiversity",0.118117356,m2 arable land eq .yr,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
"Land transformation, biodiversity",0.000492759,m2 arable land eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Marine eutrophication,0.000319016,kg N N-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Mineral resources use,0.072311298,kg deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Ozone layer depletion,1.16E-07,kg CFC-11 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Particulate matter formation,0.001754364,kg PM2.5 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Photochemical ozone formation,0.00740425,kgNOxeq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Resources services deficit (beta),0.000366571,kg deficit,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Terrestrial acidification,0.010823443,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Water scarcity,1.249637346,m3 world-eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite HCL Digestion,kilogram,1,JP
Acidification Potential (Ap) No Lt,0.070093544,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Global Warming Potential (Gwp100) No Lt,18.47635593,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Ecotoxicity: Freshwater No Lt,13.60141378,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Eutrophication Potential No Lt,0.015821343,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Human Toxicity: Carcinogenic No Lt,7.01E-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Human Toxicity: Non-Carcinogenic No Lt,1.97E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Ozone Depletion Potential (Odp) No Lt,6.84E-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Particulate Matter Formation Potential (Pmfp) No Lt,0.007223363,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Maximum Incremental Reactivity (Mir) No Lt,0.89545705,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Acidification Potential (Ap),0.07046207,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Global Warming Potential (Gwp100),18.47954128,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Ecotoxicity: Freshwater,362.0425059,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Eutrophication Potential,0.059540511,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Human Toxicity: Carcinogenic,3.71E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Human Toxicity: Non-Carcinogenic,5.81E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Ozone Depletion Potential (Odp),6.84E-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Particulate Matter Formation Potential (Pmfp),0.007279971,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Maximum Incremental Reactivity (Mir),0.908290809,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,Bastanasite SX,kilogram,1,JP
Terrestrial Acidification Potential (Tap),0.059207839,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Global Warming Potential (Gwp1000),19.24005727,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Freshwater Ecotoxicity Potential (Fetp),1.050229637,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Marine Ecotoxicity Potential (Metp),1.455463377,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Terrestrial Ecotoxicity Potential (Tetp),248.0568289,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Fossil Fuel Potential (Ffp),4.446470147,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Freshwater Eutrophication Potential (Fep),0.005354944,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Marine Eutrophication Potential (Mep),0.002096254,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Human Toxicity Potential (Htpc),2.651461735,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Human Toxicity Potential (Htpnc),22.11403521,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Ionising Radiation Potential (Irp),0.880065026,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Agricultural Land Occupation (Lop),0.321445393,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Surplus Ore Potential (Sop),0.736262677,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Ozone Depletion Potential (Odpinfinite),6.88E-06,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Particulate Matter Formation Potential (Pmfp),0.019912361,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Photochemical Oxidant Formation Potential: Humans (Hofp),0.029380311,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.030669972,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Water Consumption Potential (Wcp),0.218984269,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,JP,Bastanasite SX,kilogram,1,JP
Adaptation to resources services loss (beta),27.38931048,MJ,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
"Climate change, long term, CO2 uptake",-0.967084423,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
"Climate change, long term, biogenic",1.025627384,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
"Climate change, long term, fossil",16.18694409,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
"Climate change, long term, land transformation",0.012795326,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
"Climate change, short term, CO2 uptake",-0.967084423,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
"Climate change, short term, biogenic",1.046368325,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
"Climate change, short term, fossil",17.63689693,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
"Climate change, short term, land transformation",0.012800207,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Fossil and nuclear energy use,222.7209205,MJ deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Freshwater acidification,0.058178579,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Freshwater ecotoxicity,4103.890821,CTUe,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Freshwater eutrophication,0.000624853,kg PO4 P-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Human toxicity cancer,7.14E-08,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Human toxicity non-cancer,1.70E-06,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Ionizing radiations,119.8648784,Bq C-14 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
"Land occupation, biodiversity",0.540234898,m2 arable land eq .yr,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
"Land transformation, biodiversity",0.002882982,m2 arable land eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Marine eutrophication,0.006163636,kg N N-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Mineral resources use,0.438257831,kg deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Ozone layer depletion,7.86E-07,kg CFC-11 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Particulate matter formation,0.010087351,kg PM2.5 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Photochemical ozone formation,0.029254215,kgNOxeq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Resources services deficit (beta),0.002670121,kg deficit,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Terrestrial acidification,0.0629062,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Water scarcity,8.940873814,m3 world-eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,Bastanasite SX,kilogram,1,JP
Acidification Potential (Ap) No Lt,0.001951766,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Global Warming Potential (Gwp100) No Lt,0.557346371,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Ecotoxicity: Freshwater No Lt,0.306262382,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Eutrophication Potential No Lt,0.000204021,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Human Toxicity: Carcinogenic No Lt,1.67E-09,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Human Toxicity: Non-Carcinogenic No Lt,5.39E-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Ozone Depletion Potential (Odp) No Lt,1.79E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Particulate Matter Formation Potential (Pmfp) No Lt,0.000172636,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Maximum Incremental Reactivity (Mir) No Lt,0.023796783,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Acidification Potential (Ap),0.001964042,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Global Warming Potential (Gwp100),0.557452598,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Ecotoxicity: Freshwater,8.3405141,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Eutrophication Potential,0.001274433,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Human Toxicity: Carcinogenic,8.52E-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Human Toxicity: Non-Carcinogenic,1.42E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Ozone Depletion Potential (Odp),1.79E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Particulate Matter Formation Potential (Pmfp),0.000173992,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Maximum Incremental Reactivity (Mir),0.024224893,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Beneficiation,kilogram,1,JP
Terrestrial Acidification Potential (Tap),0.001597048,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Global Warming Potential (Gwp1000),0.576149835,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Freshwater Ecotoxicity Potential (Fetp),0.024335068,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Marine Ecotoxicity Potential (Metp),0.033083087,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Terrestrial Ecotoxicity Potential (Tetp),3.951207789,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Fossil Fuel Potential (Ffp),0.141572409,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Freshwater Eutrophication Potential (Fep),0.000138539,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Marine Eutrophication Potential (Mep),1.51E-05,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Human Toxicity Potential (Htpc),0.060921062,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Human Toxicity Potential (Htpnc),0.515360972,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Ionising Radiation Potential (Irp),0.034585729,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Agricultural Land Occupation (Lop),0.006539785,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Surplus Ore Potential (Sop),0.012907763,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Ozone Depletion Potential (Odpinfinite),1.28E-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Particulate Matter Formation Potential (Pmfp),0.000540973,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Photochemical Oxidant Formation Potential: Humans (Hofp),0.000985462,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.001022348,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Water Consumption Potential (Wcp),0.003090626,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Beneficiation,kilogram,1,JP
Adaptation to resources services loss (beta),0.782869536,MJ,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
"Climate change, long term, CO2 uptake",-0.03411047,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
"Climate change, long term, biogenic",0.03701455,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
"Climate change, long term, fossil",0.489740212,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
"Climate change, long term, land transformation",0.000255154,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
"Climate change, short term, CO2 uptake",-0.03411047,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
"Climate change, short term, biogenic",0.037862506,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
"Climate change, short term, fossil",0.524738822,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
"Climate change, short term, land transformation",0.000255283,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Fossil and nuclear energy use,7.211398489,MJ deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Freshwater acidification,0.001644562,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Freshwater ecotoxicity,488.0674854,CTUe,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Freshwater eutrophication,6.65E-06,kg PO4 P-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Human toxicity cancer,1.77E-09,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Human toxicity non-cancer,4.66E-08,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Ionizing radiations,4.87182917,Bq C-14 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
"Land occupation, biodiversity",0.011795242,m2 arable land eq .yr,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
"Land transformation, biodiversity",7.91E-05,m2 arable land eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Marine eutrophication,3.54E-05,kg N N-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Mineral resources use,0.007288769,kg deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Ozone layer depletion,2.03E-08,kg CFC-11 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Particulate matter formation,0.000205969,kg PM2.5 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Photochemical ozone formation,0.000985765,kgNOxeq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Resources services deficit (beta),3.07E-05,kg deficit,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Terrestrial acidification,0.001707605,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Water scarcity,1.167104491,m3 world-eq,ecoinvent_2020_SSP2-Base,IMPACT World+,JP,BM Beneficiation,kilogram,1,JP
Acidification Potential (Ap) No Lt,0.070298736,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Global Warming Potential (Gwp100) No Lt,0.987057836,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Ecotoxicity: Freshwater No Lt,0.819657818,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Eutrophication Potential No Lt,0.004724095,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Human Toxicity: Carcinogenic No Lt,2.93E-09,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Human Toxicity: Non-Carcinogenic No Lt,7.98E-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Ozone Depletion Potential (Odp) No Lt,7.65E-09,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Particulate Matter Formation Potential (Pmfp) No Lt,0.002703095,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Maximum Incremental Reactivity (Mir) No Lt,1.671400844,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Acidification Potential (Ap),0.070323755,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Global Warming Potential (Gwp100),0.987274119,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Ecotoxicity: Freshwater,20.90420732,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Eutrophication Potential,0.00637592,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Human Toxicity: Carcinogenic,3.41E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Human Toxicity: Non-Carcinogenic,2.43E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Ozone Depletion Potential (Odp),7.65E-09,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Particulate Matter Formation Potential (Pmfp),0.002706055,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Maximum Incremental Reactivity (Mir),1.672271567,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,JP,BM Mining,kilogram,1,JP
Terrestrial Acidification Potential (Tap),0.048844737,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Global Warming Potential (Gwp1000),1.012809553,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Freshwater Ecotoxicity Potential (Fetp),0.053680162,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Marine Ecotoxicity Potential (Metp),0.07587606,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Terrestrial Ecotoxicity Potential (Tetp),16.23374165,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Fossil Fuel Potential (Ffp),0.175149,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Freshwater Eutrophication Potential (Fep),0.000185614,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Marine Eutrophication Potential (Mep),5.57E-05,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Human Toxicity Potential (Htpc),0.239779536,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Human Toxicity Potential (Htpnc),0.889502775,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Ionising Radiation Potential (Irp),0.017424314,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Agricultural Land Occupation (Lop),0.025262703,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Surplus Ore Potential (Sop),0.013511548,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Ozone Depletion Potential (Odpinfinite),8.27E-06,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Particulate Matter Formation Potential (Pmfp),0.011897943,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
Photochemical Oxidant Formation Potential: Humans (Hofp),0.067843328,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,JP,BM Mining,kilogram,1,JP
